[2025-10-06 01:55:04.215] <Wally>    (in) : name
[2025-10-06 02:00:50.248] <Wally>    (in) : play B F3
[2025-10-06 02:00:50.248] <Wally>    (in) : play B F1
[2025-10-06 02:00:50.248] <Wally>    (in) : play W G8
[2025-10-06 02:00:50.248] <Wally>    (in) : play B G7
[2025-10-06 02:00:50.248] <Wally>    (in) : play W G6
[2025-10-06 02:00:50.248] <Wally>    (in) : play W G5
[2025-10-06 02:00:50.248] <Wally>    (in) : play B G4
[2025-10-06 02:00:50.248] <Wally>    (in) : play B G3
[2025-10-06 02:00:50.249] <Wally>    (in) : play B G1
[2025-10-06 02:00:50.249] <Wally>    (in) : play B H9
[2025-10-06 02:00:50.249] <Wally>    (in) : play W H8
[2025-10-06 02:00:50.249] <Wally>    (in) : play W H7
[2025-10-06 02:00:50.249] <Wally>    (in) : play W H6
[2025-10-06 02:00:50.249] <Wally>    (in) : play W H5
[2025-10-06 02:00:50.249] <Wally>    (in) : play W H4
[2025-10-06 02:00:50.249] <Wally>    (in) : play B H3
[2025-10-06 02:00:50.250] <Wally>    (in) : play B H2
[2025-10-06 02:00:50.250] <Wally>    (in) : play B H1
[2025-10-06 02:00:50.250] <Wally>    (in) : play B J8
[2025-10-06 02:00:50.250] <Wally>    (in) : play B J6
[2025-10-06 02:00:50.250] <Wally>    (in) : play B J5
[2025-10-06 02:00:50.250] <Wally>    (in) : play B J4
[2025-10-06 02:00:50.250] <Wally>    (in) : play B J3
[2025-10-06 02:00:50.250] <Wally>    (in) : play B J2
[2025-10-06 02:00:50.251] <Wally>    (in) : play B J1
[2025-10-06 02:00:50.270] <Wally>   (out) : =
[2025-10-06 02:00:50.270] <Wally>   (out) : 
[2025-10-06 02:00:50.270] <Wally>   (out) : =
[2025-10-06 02:00:50.270] <Wally>   (out) : 
[2025-10-06 02:00:50.270] <Wally>   (out) : =
[2025-10-06 02:00:50.270] <Wally>   (out) : 
[2025-10-06 02:00:50.271] <Wally>   (out) : =
[2025-10-06 02:00:50.271] <Wally>   (out) : 
[2025-10-06 02:00:50.271] <Wally>   (out) : =
[2025-10-06 02:00:50.271] <Wally>   (out) : 
[2025-10-06 02:00:50.271] <Wally>   (out) : =
[2025-10-06 02:00:50.271] <Wally>   (out) : 
[2025-10-06 02:00:50.271] <Wally>   (out) : =
[2025-10-06 02:00:50.271] <Wally>   (out) : 
[2025-10-06 02:00:50.271] <Wally>   (out) : =
[2025-10-06 02:00:50.271] <Wally>   (out) : 
[2025-10-06 02:00:50.271] <Wally>   (out) : =
[2025-10-06 02:00:50.271] <Wally>   (out) : 
[2025-10-06 02:00:50.271] <Wally>   (out) : =
[2025-10-06 02:00:50.272] <Wally>   (out) : 
[2025-10-06 02:00:50.272] <Wally>   (out) : =
[2025-10-06 02:00:50.272] <Wally>   (out) : 
[2025-10-06 02:00:50.272] <Wally>   (out) : =
[2025-10-06 02:00:50.272] <Wally>   (out) : 
[2025-10-06 02:00:50.272] <Wally>   (out) : =
[2025-10-06 02:00:50.272] <Wally>   (out) : 
[2025-10-06 02:00:50.272] <Wally>   (out) : =
[2025-10-06 02:00:50.272] <Wally>   (out) : 
[2025-10-06 02:00:50.272] <Wally>   (out) : =
[2025-10-06 02:00:50.272] <Wally>   (out) : 
[2025-10-06 02:00:50.272] <Wally>   (out) : =
[2025-10-06 02:00:50.272] <Wally>   (out) : 
[2025-10-06 02:00:50.273] <Wally>   (out) : =
[2025-10-06 02:00:50.273] <Wally>   (out) : 
[2025-10-06 02:00:50.273] <Wally>   (out) : =
[2025-10-06 02:00:50.273] <Wally>   (out) : 
[2025-10-06 02:00:50.273] <Wally>   (out) : =
[2025-10-06 02:00:50.273] <Wally>   (out) : 
[2025-10-06 02:00:50.273] <Wally>   (out) : =
[2025-10-06 02:00:50.273] <Wally>   (out) : 
[2025-10-06 02:00:50.273] <Wally>   (out) : =
[2025-10-06 02:00:50.274] <Wally>   (out) : 
[2025-10-06 02:00:50.274] <Wally>   (out) : =
[2025-10-06 02:00:50.274] <Wally>   (out) : 
[2025-10-06 02:00:50.274] <Wally>   (out) : =
[2025-10-06 02:00:50.274] <Wally>   (out) : 
[2025-10-06 02:00:50.274] <Wally>   (out) : =
[2025-10-06 02:00:50.274] <Wally>   (out) : 
[2025-10-06 02:00:50.274] <Wally>   (out) : =
[2025-10-06 02:00:50.274] <Wally>   (out) : 
[2025-10-06 02:00:50.274] <Wally>   (out) : =
[2025-10-06 02:00:50.274] <Wally>   (out) : 
[2025-10-06 02:00:50.275] <Wally>   (out) : =
[2025-10-06 02:00:50.275] <Wally>   (out) : 
[2025-10-06 02:00:50.275] <Wally>   (out) : =
[2025-10-06 02:00:50.275] <Wally>   (out) : 
[2025-10-06 02:00:50.275] <Wally>   (out) : =
[2025-10-06 02:00:50.275] <Wally>   (out) : 
[2025-10-06 02:00:50.275] <Wally>   (out) : =
[2025-10-06 02:00:50.275] <Wally>   (out) : 
[2025-10-06 02:00:50.275] <Wally>   (out) : =
[2025-10-06 02:00:50.275] <Wally>   (out) : 
[2025-10-06 02:00:50.275] <Wally>   (out) : =
[2025-10-06 02:00:50.275] <Wally>   (out) : 
[2025-10-06 02:00:50.275] <Wally>   (out) : =
[2025-10-06 02:00:50.275] <Wally>   (out) : 
[2025-10-06 02:00:50.276] <Wally>   (out) : =
[2025-10-06 02:00:50.276] <Wally>   (out) : 
[2025-10-06 02:00:50.276] <Wally>   (out) : =
[2025-10-06 02:00:50.276] <Wally>   (out) : 
[2025-10-06 02:00:50.276] <Wally>   (out) : =
[2025-10-06 02:00:50.276] <Wally>   (out) : 
[2025-10-06 02:00:50.276] <Wally>   (out) : =
[2025-10-06 02:00:50.276] <Wally>   (out) : 
[2025-10-06 02:00:50.276] <Wally>   (out) : =
[2025-10-06 02:00:50.276] <Wally>   (out) : 
[2025-10-06 02:00:50.276] <Wally>   (out) : =
[2025-10-06 02:00:50.276] <Wally>   (out) : 
[2025-10-06 02:00:50.277] <Wally>   (out) : =
[2025-10-06 02:00:50.277] <Wally>   (out) : 
[2025-10-06 02:00:50.277] <Wally>   (out) : =
[2025-10-06 02:00:50.277] <Wally>   (out) : 
[2025-10-06 02:00:50.277] <Wally>   (out) : =
[2025-10-06 02:00:50.277] <Wally>   (out) : 
[2025-10-06 02:00:50.277] <Wally>   (out) : =
[2025-10-06 02:00:50.277] <Wally>   (out) : 
[2025-10-06 02:00:50.277] <Wally>   (out) : =
[2025-10-06 02:00:50.277] <Wally>   (out) : 
[2025-10-06 02:00:50.277] <Wally>   (out) : =
[2025-10-06 02:00:50.277] <Wally>   (out) : 
[2025-10-06 02:00:50.277] <Wally>   (out) : =
[2025-10-06 02:00:50.277] <Wally>   (out) : 
[2025-10-06 02:00:50.277] <Wally>   (out) : =
[2025-10-06 02:00:50.278] <Wally>   (out) : 
[2025-10-06 02:00:50.278] <Wally>   (out) : =
[2025-10-06 02:00:50.278] <Wally>   (out) : 
[2025-10-06 02:00:50.278] <Wally>   (out) : =
[2025-10-06 02:00:50.278] <Wally>   (out) : 
[2025-10-06 02:00:50.278] <Wally>   (out) : =
[2025-10-06 02:00:50.278] <Wally>   (out) : 
[2025-10-06 02:00:50.278] <Wally>   (out) : =
[2025-10-06 02:00:50.278] <Wally>   (out) : 
[2025-10-06 02:00:50.278] <Wally>   (out) : =
[2025-10-06 02:00:50.278] <Wally>   (out) : 
[2025-10-06 02:00:50.278] <Wally>   (out) : =
[2025-10-06 02:00:50.278] <Wally>   (out) : 
[2025-10-06 02:00:50.278] <Wally>   (out) : =
[2025-10-06 02:00:50.278] <Wally>   (out) : 
[2025-10-06 02:00:50.279] <Wally>   (out) : =
[2025-10-06 02:00:50.279] <Wally>   (out) : 
[2025-10-06 02:00:50.279] <Wally>   (out) : =
[2025-10-06 02:00:50.279] <Wally>   (out) : 
[2025-10-06 02:00:50.279] <Wally>   (out) : =
[2025-10-06 02:00:50.279] <Wally>   (out) : 
[2025-10-06 02:00:50.279] <Wally>   (out) : =
[2025-10-06 02:00:50.279] <Wally>   (out) : 
[2025-10-06 02:00:50.279] <Wally>   (out) : =
[2025-10-06 02:00:50.279] <Wally>   (out) : 
[2025-10-06 02:00:50.279] <Wally>   (out) : =
[2025-10-06 02:00:50.279] <Wally>   (out) : 
[2025-10-06 02:00:50.279] <Wally>   (out) : =
[2025-10-06 02:00:50.279] <Wally>   (out) : 
[2025-10-06 02:00:50.279] <Wally>   (out) : =
[2025-10-06 02:00:50.279] <Wally>   (out) : 
[2025-10-06 02:00:50.279] <Wally>   (out) : =
[2025-10-06 02:00:50.280] <Wally>   (out) : 
[2025-10-06 02:00:50.288] <Wally>    (in) : genmove W
[2025-10-06 02:00:50.299] <Wally>   (out) : = J9
[2025-10-06 02:00:50.299] <Wally>   (out) : 
[2025-10-06 02:00:50.311] <Wally>   (err) : capture move C9
[2025-10-06 02:00:50.312] <Wally>   (err) : save move: C9
[2025-10-06 02:00:50.312] <Wally>   (err) : defend move: XX
[2025-10-06 02:00:50.312] <Wally>   (err) : surround move: J9
[2025-10-06 02:00:50.312] <Wally>   (err) : best move J9
[2025-10-06 02:00:51.032] <Wally>    (in) : play B A8
[2025-10-06 02:00:51.033] <Wally>    (in) : play B A7
[2025-10-06 02:00:51.033] <Wally>    (in) : play W A3
[2025-10-06 02:00:51.033] <Wally>    (in) : play W A2
[2025-10-06 02:00:51.033] <Wally>    (in) : play W A1
[2025-10-06 02:00:51.033] <Wally>    (in) : play W B6
[2025-10-06 02:00:51.033] <Wally>    (in) : play B B5
[2025-10-06 02:00:51.034] <Wally>    (in) : play W B4
[2025-10-06 02:00:51.034] <Wally>    (in) : play B B3
[2025-10-06 02:00:51.034] <Wally>    (in) : play W B2
[2025-10-06 02:00:51.034] <Wally>    (in) : play W B1
[2025-10-06 02:00:51.034] <Wally>    (in) : play W C8
[2025-10-06 02:00:51.034] <Wally>    (in) : play W C7
[2025-10-06 02:00:51.034] <Wally>    (in) : play W C5
[2025-10-06 02:00:51.035] <Wally>    (in) : play B C4
[2025-10-06 02:00:51.035] <Wally>    (in) : play B C3
[2025-10-06 02:00:51.035] <Wally>    (in) : play B C2
[2025-10-06 02:00:51.035] <Wally>    (in) : play B C1
[2025-10-06 02:00:51.035] <Wally>    (in) : play B D9
[2025-10-06 02:00:51.035] <Wally>    (in) : play W D8
[2025-10-06 02:00:51.035] <Wally>    (in) : play W D7
[2025-10-06 02:00:51.035] <Wally>    (in) : play B D6
[2025-10-06 02:00:51.036] <Wally>    (in) : play W D5
[2025-10-06 02:00:51.036] <Wally>    (in) : play B D4
[2025-10-06 02:00:51.036] <Wally>    (in) : play B D2
[2025-10-06 02:00:51.036] <Wally>    (in) : play B D1
[2025-10-06 02:00:51.036] <Wally>    (in) : play B E9
[2025-10-06 02:00:51.036] <Wally>    (in) : play W E8
[2025-10-06 02:00:51.036] <Wally>    (in) : play W E6
[2025-10-06 02:00:51.036] <Wally>    (in) : play B E5
[2025-10-06 02:00:51.037] <Wally>    (in) : play B E4
[2025-10-06 02:00:51.037] <Wally>    (in) : play B E2
[2025-10-06 02:00:51.037] <Wally>    (in) : play B E1
[2025-10-06 02:00:51.037] <Wally>    (in) : play W F9
[2025-10-06 02:00:51.037] <Wally>    (in) : play W F8
[2025-10-06 02:00:51.037] <Wally>    (in) : play B F7
[2025-10-06 02:00:51.037] <Wally>    (in) : play W F6
[2025-10-06 02:00:51.037] <Wally>    (in) : play B F5
[2025-10-06 02:00:51.038] <Wally>    (in) : play B F4
[2025-10-06 02:00:51.038] <Wally>    (in) : play B F3
[2025-10-06 02:00:51.038] <Wally>    (in) : play B F1
[2025-10-06 02:00:51.038] <Wally>    (in) : play W G8
[2025-10-06 02:00:51.039] <Wally>    (in) : play B G7
[2025-10-06 02:00:51.039] <Wally>    (in) : play W G6
[2025-10-06 02:00:51.039] <Wally>    (in) : play W G5
[2025-10-06 02:00:51.039] <Wally>    (in) : play B G4
[2025-10-06 02:00:51.039] <Wally>    (in) : play B G3
[2025-10-06 02:00:51.039] <Wally>    (in) : play B G1
[2025-10-06 02:00:51.039] <Wally>    (in) : play B H9
[2025-10-06 02:00:51.039] <Wally>    (in) : play W H8
[2025-10-06 02:00:51.040] <Wally>    (in) : play W H7
[2025-10-06 02:00:51.040] <Wally>    (in) : play W H6
[2025-10-06 02:00:51.040] <Wally>    (in) : play W H5
[2025-10-06 02:00:51.040] <Wally>    (in) : play W H4
[2025-10-06 02:00:51.040] <Wally>    (in) : play B H3
[2025-10-06 02:00:51.040] <Wally>    (in) : play B H2
[2025-10-06 02:00:51.040] <Wally>    (in) : play B H1
[2025-10-06 02:00:51.040] <Wally>    (in) : play B J8
[2025-10-06 02:00:51.040] <Wally>    (in) : play B J6
[2025-10-06 02:00:51.041] <Wally>    (in) : play B J5
[2025-10-06 02:00:51.041] <Wally>    (in) : play B J4
[2025-10-06 02:00:51.041] <Wally>    (in) : play B J3
[2025-10-06 02:00:51.041] <Wally>    (in) : play B J2
[2025-10-06 02:00:51.041] <Wally>    (in) : play B J1
[2025-10-06 02:00:51.063] <Wally>   (out) : =
[2025-10-06 02:00:51.063] <Wally>   (out) : 
[2025-10-06 02:00:51.063] <Wally>   (out) : =
[2025-10-06 02:00:51.063] <Wally>   (out) : 
[2025-10-06 02:00:51.063] <Wally>   (out) : =
[2025-10-06 02:00:51.063] <Wally>   (out) : 
[2025-10-06 02:00:51.063] <Wally>   (out) : =
[2025-10-06 02:00:51.064] <Wally>   (out) : 
[2025-10-06 02:00:51.064] <Wally>   (out) : =
[2025-10-06 02:00:51.064] <Wally>   (out) : 
[2025-10-06 02:00:51.064] <Wally>   (out) : =
[2025-10-06 02:00:51.064] <Wally>   (out) : 
[2025-10-06 02:00:51.064] <Wally>   (out) : =
[2025-10-06 02:00:51.064] <Wally>   (out) : 
[2025-10-06 02:00:51.064] <Wally>   (out) : =
[2025-10-06 02:00:51.064] <Wally>   (out) : 
[2025-10-06 02:00:51.064] <Wally>   (out) : =
[2025-10-06 02:00:51.064] <Wally>   (out) : 
[2025-10-06 02:00:51.065] <Wally>   (out) : =
[2025-10-06 02:00:51.065] <Wally>   (out) : 
[2025-10-06 02:00:51.065] <Wally>   (out) : =
[2025-10-06 02:00:51.065] <Wally>   (out) : 
[2025-10-06 02:00:51.065] <Wally>   (out) : =
[2025-10-06 02:00:51.065] <Wally>   (out) : 
[2025-10-06 02:00:51.065] <Wally>   (out) : =
[2025-10-06 02:00:51.065] <Wally>   (out) : 
[2025-10-06 02:00:51.065] <Wally>   (out) : =
[2025-10-06 02:00:51.065] <Wally>   (out) : 
[2025-10-06 02:00:51.065] <Wally>   (out) : =
[2025-10-06 02:00:51.066] <Wally>   (out) : 
[2025-10-06 02:00:51.066] <Wally>   (out) : =
[2025-10-06 02:00:51.066] <Wally>   (out) : 
[2025-10-06 02:00:51.066] <Wally>   (out) : =
[2025-10-06 02:00:51.066] <Wally>   (out) : 
[2025-10-06 02:00:51.066] <Wally>   (out) : =
[2025-10-06 02:00:51.066] <Wally>   (out) : 
[2025-10-06 02:00:51.066] <Wally>   (out) : =
[2025-10-06 02:00:51.066] <Wally>   (out) : 
[2025-10-06 02:00:51.066] <Wally>   (out) : =
[2025-10-06 02:00:51.066] <Wally>   (out) : 
[2025-10-06 02:00:51.066] <Wally>   (out) : =
[2025-10-06 02:00:51.066] <Wally>   (out) : 
[2025-10-06 02:00:51.066] <Wally>   (out) : =
[2025-10-06 02:00:51.067] <Wally>   (out) : 
[2025-10-06 02:00:51.067] <Wally>   (out) : =
[2025-10-06 02:00:51.067] <Wally>   (out) : 
[2025-10-06 02:00:51.067] <Wally>   (out) : =
[2025-10-06 02:00:51.067] <Wally>   (out) : 
[2025-10-06 02:00:51.067] <Wally>   (out) : =
[2025-10-06 02:00:51.067] <Wally>   (out) : 
[2025-10-06 02:00:51.067] <Wally>   (out) : =
[2025-10-06 02:00:51.067] <Wally>   (out) : 
[2025-10-06 02:00:51.067] <Wally>   (out) : =
[2025-10-06 02:00:51.067] <Wally>   (out) : 
[2025-10-06 02:00:51.067] <Wally>   (out) : =
[2025-10-06 02:00:51.067] <Wally>   (out) : 
[2025-10-06 02:00:51.067] <Wally>   (out) : =
[2025-10-06 02:00:51.068] <Wally>   (out) : 
[2025-10-06 02:00:51.068] <Wally>   (out) : =
[2025-10-06 02:00:51.068] <Wally>   (out) : 
[2025-10-06 02:00:51.068] <Wally>   (out) : =
[2025-10-06 02:00:51.068] <Wally>   (out) : 
[2025-10-06 02:00:51.068] <Wally>   (out) : =
[2025-10-06 02:00:51.068] <Wally>   (out) : 
[2025-10-06 02:00:51.068] <Wally>   (out) : =
[2025-10-06 02:00:51.068] <Wally>   (out) : 
[2025-10-06 02:00:51.068] <Wally>   (out) : =
[2025-10-06 02:00:51.068] <Wally>   (out) : 
[2025-10-06 02:00:51.068] <Wally>   (out) : =
[2025-10-06 02:00:51.068] <Wally>   (out) : 
[2025-10-06 02:00:51.068] <Wally>   (out) : =
[2025-10-06 02:00:51.069] <Wally>   (out) : 
[2025-10-06 02:00:51.069] <Wally>   (out) : =
[2025-10-06 02:00:51.069] <Wally>   (out) : 
[2025-10-06 02:00:51.069] <Wally>   (out) : =
[2025-10-06 02:00:51.069] <Wally>   (out) : 
[2025-10-06 02:00:51.069] <Wally>   (out) : =
[2025-10-06 02:00:51.069] <Wally>   (out) : 
[2025-10-06 02:00:51.069] <Wally>   (out) : =
[2025-10-06 02:00:51.069] <Wally>   (out) : 
[2025-10-06 02:00:51.069] <Wally>   (out) : =
[2025-10-06 02:00:51.069] <Wally>   (out) : 
[2025-10-06 02:00:51.069] <Wally>   (out) : =
[2025-10-06 02:00:51.069] <Wally>   (out) : 
[2025-10-06 02:00:51.069] <Wally>   (out) : =
[2025-10-06 02:00:51.069] <Wally>   (out) : 
[2025-10-06 02:00:51.069] <Wally>   (out) : =
[2025-10-06 02:00:51.070] <Wally>   (out) : 
[2025-10-06 02:00:51.070] <Wally>   (out) : =
[2025-10-06 02:00:51.070] <Wally>   (out) : 
[2025-10-06 02:00:51.070] <Wally>   (out) : =
[2025-10-06 02:00:51.070] <Wally>   (out) : 
[2025-10-06 02:00:51.070] <Wally>   (out) : =
[2025-10-06 02:00:51.070] <Wally>   (out) : 
[2025-10-06 02:00:51.070] <Wally>   (out) : =
[2025-10-06 02:00:51.070] <Wally>   (out) : 
[2025-10-06 02:00:51.070] <Wally>   (out) : =
[2025-10-06 02:00:51.070] <Wally>   (out) : 
[2025-10-06 02:00:51.070] <Wally>   (out) : =
[2025-10-06 02:00:51.070] <Wally>   (out) : 
[2025-10-06 02:00:51.070] <Wally>   (out) : =
[2025-10-06 02:00:51.070] <Wally>   (out) : 
[2025-10-06 02:00:51.071] <Wally>   (out) : =
[2025-10-06 02:00:51.071] <Wally>   (out) : 
[2025-10-06 02:00:51.071] <Wally>   (out) : =
[2025-10-06 02:00:51.071] <Wally>   (out) : 
[2025-10-06 02:00:51.071] <Wally>   (out) : =
[2025-10-06 02:00:51.071] <Wally>   (out) : 
[2025-10-06 02:00:51.071] <Wally>   (out) : =
[2025-10-06 02:00:51.071] <Wally>   (out) : 
[2025-10-06 02:00:51.071] <Wally>   (out) : =
[2025-10-06 02:00:51.071] <Wally>   (out) : 
[2025-10-06 02:00:51.071] <Wally>   (out) : =
[2025-10-06 02:00:51.071] <Wally>   (out) : 
[2025-10-06 02:00:51.071] <Wally>   (out) : =
[2025-10-06 02:00:51.071] <Wally>   (out) : 
[2025-10-06 02:00:51.071] <Wally>   (out) : =
[2025-10-06 02:00:51.071] <Wally>   (out) : 
[2025-10-06 02:00:51.073] <Wally>   (out) : =
[2025-10-06 02:00:51.073] <Wally>   (out) : 
[2025-10-06 02:00:51.073] <Wally>   (out) : =
[2025-10-06 02:00:51.073] <Wally>   (out) : 
[2025-10-06 02:00:51.073] <Wally>   (out) : =
[2025-10-06 02:00:51.073] <Wally>   (out) : 
[2025-10-06 02:00:51.073] <Wally>   (out) : =
[2025-10-06 02:00:51.073] <Wally>   (out) : 
[2025-10-06 02:00:51.073] <Wally>   (out) : =
[2025-10-06 02:00:51.074] <Wally>   (out) : 
[2025-10-06 02:00:51.084] <Wally>    (in) : genmove W
[2025-10-06 02:00:51.100] <Wally>   (out) : = J9
[2025-10-06 02:00:51.100] <Wally>   (out) : 
[2025-10-06 02:00:51.113] <Wally>   (err) : capture move C9
[2025-10-06 02:00:51.114] <Wally>   (err) : save move: C9
[2025-10-06 02:00:51.114] <Wally>   (err) : defend move: XX
[2025-10-06 02:00:51.114] <Wally>   (err) : surround move: J9
[2025-10-06 02:00:51.114] <Wally>   (err) : best move J9
[2025-10-06 02:00:51.489] <Wally>    (in) : play B A8
[2025-10-06 02:00:51.489] <Wally>    (in) : play B A7
[2025-10-06 02:00:51.489] <Wally>    (in) : play W A3
[2025-10-06 02:00:51.489] <Wally>    (in) : play W A2
[2025-10-06 02:00:51.489] <Wally>    (in) : play W A1
[2025-10-06 02:00:51.490] <Wally>    (in) : play B B8
[2025-10-06 02:00:51.490] <Wally>    (in) : play W B6
[2025-10-06 02:00:51.490] <Wally>    (in) : play B B5
[2025-10-06 02:00:51.490] <Wally>    (in) : play W B4
[2025-10-06 02:00:51.490] <Wally>    (in) : play B B3
[2025-10-06 02:00:51.490] <Wally>    (in) : play W B2
[2025-10-06 02:00:51.490] <Wally>    (in) : play W B1
[2025-10-06 02:00:51.490] <Wally>    (in) : play W C8
[2025-10-06 02:00:51.491] <Wally>    (in) : play W C7
[2025-10-06 02:00:51.491] <Wally>    (in) : play W C5
[2025-10-06 02:00:51.491] <Wally>    (in) : play B C4
[2025-10-06 02:00:51.491] <Wally>    (in) : play B C3
[2025-10-06 02:00:51.491] <Wally>    (in) : play B C2
[2025-10-06 02:00:51.491] <Wally>    (in) : play B C1
[2025-10-06 02:00:51.491] <Wally>    (in) : play B D9
[2025-10-06 02:00:51.491] <Wally>    (in) : play W D8
[2025-10-06 02:00:51.492] <Wally>    (in) : play W D7
[2025-10-06 02:00:51.492] <Wally>    (in) : play B D6
[2025-10-06 02:00:51.492] <Wally>    (in) : play W D5
[2025-10-06 02:00:51.492] <Wally>    (in) : play B D4
[2025-10-06 02:00:51.492] <Wally>    (in) : play B D2
[2025-10-06 02:00:51.492] <Wally>    (in) : play B D1
[2025-10-06 02:00:51.492] <Wally>    (in) : play B E9
[2025-10-06 02:00:51.492] <Wally>    (in) : play W E8
[2025-10-06 02:00:51.493] <Wally>    (in) : play W E6
[2025-10-06 02:00:51.493] <Wally>    (in) : play B E5
[2025-10-06 02:00:51.493] <Wally>    (in) : play B E4
[2025-10-06 02:00:51.493] <Wally>    (in) : play B E2
[2025-10-06 02:00:51.493] <Wally>    (in) : play B E1
[2025-10-06 02:00:51.493] <Wally>    (in) : play W F9
[2025-10-06 02:00:51.493] <Wally>    (in) : play W F8
[2025-10-06 02:00:51.493] <Wally>    (in) : play B F7
[2025-10-06 02:00:51.494] <Wally>    (in) : play W F6
[2025-10-06 02:00:51.494] <Wally>    (in) : play B F5
[2025-10-06 02:00:51.494] <Wally>    (in) : play B F4
[2025-10-06 02:00:51.494] <Wally>    (in) : play B F3
[2025-10-06 02:00:51.494] <Wally>    (in) : play B F1
[2025-10-06 02:00:51.494] <Wally>    (in) : play W G8
[2025-10-06 02:00:51.494] <Wally>    (in) : play B G7
[2025-10-06 02:00:51.494] <Wally>    (in) : play W G6
[2025-10-06 02:00:51.495] <Wally>    (in) : play W G5
[2025-10-06 02:00:51.495] <Wally>    (in) : play B G4
[2025-10-06 02:00:51.495] <Wally>    (in) : play B G3
[2025-10-06 02:00:51.495] <Wally>    (in) : play B G1
[2025-10-06 02:00:51.495] <Wally>    (in) : play B H9
[2025-10-06 02:00:51.495] <Wally>    (in) : play W H8
[2025-10-06 02:00:51.495] <Wally>    (in) : play W H7
[2025-10-06 02:00:51.495] <Wally>    (in) : play W H6
[2025-10-06 02:00:51.496] <Wally>    (in) : play W H5
[2025-10-06 02:00:51.496] <Wally>    (in) : play W H4
[2025-10-06 02:00:51.496] <Wally>    (in) : play B H3
[2025-10-06 02:00:51.496] <Wally>    (in) : play B H2
[2025-10-06 02:00:51.497] <Wally>    (in) : play B H1
[2025-10-06 02:00:51.497] <Wally>    (in) : play B J8
[2025-10-06 02:00:51.497] <Wally>    (in) : play B J6
[2025-10-06 02:00:51.497] <Wally>    (in) : play B J5
[2025-10-06 02:00:51.497] <Wally>    (in) : play B J4
[2025-10-06 02:00:51.497] <Wally>    (in) : play B J3
[2025-10-06 02:00:51.497] <Wally>    (in) : play B J2
[2025-10-06 02:00:51.498] <Wally>    (in) : play B J1
[2025-10-06 02:00:51.576] <Wally>   (out) : =
[2025-10-06 02:00:51.576] <Wally>   (out) : 
[2025-10-06 02:00:51.576] <Wally>   (out) : =
[2025-10-06 02:00:51.576] <Wally>   (out) : 
[2025-10-06 02:00:51.576] <Wally>   (out) : =
[2025-10-06 02:00:51.576] <Wally>   (out) : 
[2025-10-06 02:00:51.577] <Wally>   (out) : =
[2025-10-06 02:00:51.577] <Wally>   (out) : 
[2025-10-06 02:00:51.577] <Wally>   (out) : =
[2025-10-06 02:00:51.577] <Wally>   (out) : 
[2025-10-06 02:00:51.577] <Wally>   (out) : =
[2025-10-06 02:00:51.577] <Wally>   (out) : 
[2025-10-06 02:00:51.577] <Wally>   (out) : =
[2025-10-06 02:00:51.577] <Wally>   (out) : 
[2025-10-06 02:00:51.577] <Wally>   (out) : =
[2025-10-06 02:00:51.577] <Wally>   (out) : 
[2025-10-06 02:00:51.577] <Wally>   (out) : =
[2025-10-06 02:00:51.577] <Wally>   (out) : 
[2025-10-06 02:00:51.577] <Wally>   (out) : =
